Models,Prompts,Runs,Average Q %,C,E,Time(S),SCI_g_per_run,SEI_1_per_g,CER_%_per_g,SCV,SCV_E,SCI NORM,Time(S)_NORM,SVI,ECO,DeepSeek APᵥ₀ C mean,DeepSeek APᵥ₃ C mean,DeepSeek APᵥ₀ Q% Norm,DeepSeek APᵥ₃ Q% Norm,DeepSeek APᵥ₀ E HarmMean,DeepSeek APᵥ₃ E HarmMean,,Model,Metric,Mean ,Std ,Stability_Index,Std Norm,,Model,Stability_Index Mean,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,6,89%,1.75,0.007,193.8124284,0.5446,1.836210062,0.5085714286,0.002624039297,0.6560098243,0.5714285714,0.4777230184,0.3494472216,0.9403691935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,7,89%,1.8,0.007,198.4679109,0.5446,1.836210062,0.4944444444,0.002491306742,0.6406217336,0.5714285714,0.5016964011,0.343868576,0.9556249825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,8,89%,1.58,0.006,174.779794,0.4668,2.142245073,0.5632911392,0.003222861902,0.8486869674,0.4285714286,0.3797145661,0.4116973448,0.9658001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,9,89%,1.52,0.006,168.1009331,0.4668,2.142245073,0.5855263158,0.003483183019,0.8824063649,0.4285714286,0.3453218067,0.4222222673,0.9417252647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,10,89%,1.61,0.006,177.8627708,0.4668,2.142245073,0.5527950311,0.003107986166,0.8339762879,0.4285714286,0.3955903391,0.4070140123,0.9769132373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,11,89%,1.48,0.006,164.1569194,0.4668,2.142245073,0.6013513514,0.003663271421,0.9036069505,0.4285714286,0.3250121285,0.4286940559,0.9275084899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,12,89%,1.53,0.006,169.1376016,0.4668,2.142245073,0.5816993464,0.003439207727,0.8769979703,0.4285714286,0.3506601258,0.4205534853,0.9454620881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,13,89%,1.37,0.005,151.6371097,0.389,2.570694087,0.6496350365,0.004284142833,1.173855136,0.2857142857,0.2605414332,0.500688574,0.9804211147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,14,89%,1.96,0.007,216.2232803,0.5446,1.836210062,0.4540816327,0.002100058939,0.5880165029,0.5714285714,0.5931275838,0.3241336151,1.013808462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,15,89%,1.54,0.006,170.5584097,0.4668,2.142245073,0.5779220779,0.003388411506,0.8696922865,0.4285714286,0.3579765696,0.4182876466,0.9505835988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,16,89%,1.85,0.007,203.9023176,0.5446,1.836210062,0.4810810811,0.002359370343,0.6235478764,0.5714285714,0.5296808503,0.3375777392,0.9734332684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,17,89%,1.52,0.006,168.046795,0.4668,2.142245073,0.5855263158,0.003484305165,0.8826906418,0.4285714286,0.3450430227,0.4223097803,0.9415301159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,18,89%,1.62,0.006,179.6183498,0.4668,2.142245073,0.549382716,0.003058611309,0.8258250535,0.4285714286,0.4046306841,0.404394429,0.9832414789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,19,89%,1.88,0.007,208.1156259,0.5446,1.836210062,0.4734042553,0.002274717495,0.6109241273,0.5714285714,0.5513772595,0.3328566278,0.9872400743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,20,89%,1.41,0.005,156.2841424,0.389,2.570694087,0.6312056738,0.004038833781,1.138951126,0.2857142857,0.2844713043,0.4913606794,0.9990332367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,21,89%,1.77,0.007,195.8308666,0.5446,1.836210062,0.5028248588,0.002567648642,0.6492482996,0.5714285714,0.4881169551,0.3470064643,0.9469835169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,22,89%,1.51,0.006,166.9165527,0.4668,2.142245073,0.5894039735,0.003531129561,0.8886676061,0.4285714286,0.339222846,0.4241451116,0.9374559922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,23,89%,1.65,0.006,182.4288733,0.4668,2.142245073,0.5393939394,0.002956735573,0.8131022826,0.4285714286,0.4191034604,0.4002701982,0.9933724223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,24,89%,2.23,0.008,245.9041921,0.6224,1.606683805,0.399103139,0.001623002583,0.4524119701,0.7142857143,0.7459692847,0.2711124552,1.018482083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,25,89%,1.91,0.007,211.6460598,0.5446,1.836210062,0.4659685864,0.002201640733,0.6007334001,0.5714285714,0.5695572106,0.3290011983,0.998809134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,26,89%,1.67,0.006,184.798759,0.4668,2.142245073,0.5329341317,0.002883862071,0.8026749431,0.4285714286,0.4313071742,0.3968573858,1.001915022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,27,89%,1.38,0.005,152.4238351,0.389,2.570694087,0.6449275362,0.004231146236,1.167796361,0.2857142857,0.2645926719,0.4990845722,0.9835720781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,28,89%,1.22,0.005,134.5308395,0.389,2.570694087,0.7295081967,0.005422609414,1.323116697,0.2857142857,0.1724527839,0.5383062767,0.9119077208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,29,89%,1.52,0.006,167.929894,0.4668,2.142245073,0.5855263158,0.003486730694,0.883305109,0.4285714286,0.3444410416,0.4224988719,0.9411087291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,30,89%,1.64,0.006,181.1167245,0.4668,2.142245073,0.5426829268,0.002996315929,0.8189930207,0.4285714286,0.412346557,0.4021851582,0.9886425899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,31,89%,1.46,0.005,161.6370192,0.389,2.570694087,0.6095890411,0.003771345475,1.101232879,0.2857142857,0.3120359158,0.4810376645,1.020472379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,32,89%,1.89,0.007,208.9864621,0.5446,1.836210062,0.4708994709,0.00225325347,0.6083784368,0.5714285714,0.555861626,0.3318972552,0.990093762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV0,33,89%,1.35,0.005,148.6164497,0.389,2.570694087,0.6592592593,0.004435977717,1.197713984,0.2857142857,0.2449865605,0.5069441814,0.9683228804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,1,89%,2.19,0.006,186.1301432,0.4668,2.142245073,0.4063926941,0.002183379258,0.7969334293,0.4285714286,0.4381631305,0.3949655024,1.006714191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,2,89%,2.02,0.006,171.3002461,0.4668,2.142245073,0.4405940594,0.002572057364,0.8659259793,0.4285714286,0.3617966521,0.4171142751,0.9532576565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,3,89%,2.5,0.007,211.6605637,0.5446,1.836210062,0.356,0.001681938259,0.6006922352,0.5714285714,0.5696318983,0.3289855435,0.9988566626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,4,89%,2.76,0.008,233.5314691,0.6224,1.606683805,0.3224637681,0.001380815054,0.4763811935,0.7142857143,0.6822560122,0.2813804891,0.9813160071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,5,89%,3.49,0.01,295.2353837,0.778,1.285347044,0.2550143266,0.0008637661361,0.3014543815,1,1,0.2028660084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,6,89%,2.52,0.007,212.8198158,0.5446,1.836210062,0.3531746032,0.001659500559,0.5974202011,0.5714285714,0.5756014607,0.327739099,1.002655475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,7,89%,2.31,0.007,195.4613725,0.5446,1.836210062,0.3852813853,0.001971138238,0.6504756184,0.5714285714,0.4862142471,0.3474507152,0.9457727027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,8,89%,3.15,0.009,266.9547945,0.7002,1.428163382,0.2825396825,0.001058380251,0.370433088,0.8571428571,0.8543692527,0.2356284603,0.9985065207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,9,89%,2.22,0.006,187.8487994,0.4668,2.142245073,0.4009009009,0.002134168023,0.7896421685,0.4285714286,0.4470133417,0.3925498176,1.012909339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,10,89%,2.38,0.007,201.4945839,0.5446,1.836210062,0.3739495798,0.001855879064,0.6309988818,0.5714285714,0.5172822381,0.3403362869,0.9655432424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,11,89%,2.1,0.006,178.2159475,0.4668,2.142245073,0.4238095238,0.002378067338,0.8323235681,0.4285714286,0.3974090208,0.406484297,0.9781863145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,12,89%,2.22,0.006,188.3503843,0.4668,2.142245073,0.4009009009,0.002128484645,0.7875393185,0.4285714286,0.4495962506,0.3918503674,1.014717375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,13,89%,2,0.006,169.8805953,0.4668,2.142245073,0.445,0.002619486935,0.8731623116,0.4285714286,0.3544861681,0.4193655401,0.9481403176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,14,89%,2.69,0.008,227.7853893,0.6224,1.606683805,0.3308550186,0.001452485691,0.4883983137,0.7142857143,0.6526666036,0.2864183366,0.9640555188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,15,89%,2.52,0.007,213.5883981,0.5446,1.836210062,0.3531746032,0.001653528967,0.595270428,0.5714285714,0.5795592714,0.326917902,1.005174082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,16,89%,2.46,0.007,208.5834523,0.5446,1.836210062,0.3617886179,0.001734502972,0.6095539015,0.5714285714,0.553786329,0.33234055,0.9887731185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,17,89%,2.4,0.007,203.1384033,0.5446,1.836210062,0.3708333333,0.001825520568,0.625892766,0.5714285714,0.5257470776,0.3384481024,0.9709299585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,18,89%,2.56,0.007,216.2856509,0.5446,1.836210062,0.34765625,0.001607393965,0.5878469357,0.5714285714,0.5934487608,0.3240682825,1.014012848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,19,89%,2.27,0.006,192.0349087,0.4668,2.142245073,0.3920704846,0.002041662566,0.7724290043,0.4285714286,0.4685696897,0.3867877891,1.027998783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,20,89%,2.29,0.007,194.1374372,0.5446,1.836210062,0.3886462882,0.002001913149,0.6549115872,0.5714285714,0.4793966493,0.3490518945,0.9414342314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,21,89%,2.36,0.007,199.7166588,0.5446,1.836210062,0.3771186441,0.001888268341,0.6366161835,0.5714285714,0.5081268221,0.3424023733,0.9597170686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,22,89%,2.25,0.006,190.6974723,0.4668,2.142245073,0.3955555556,0.002074256941,0.777846353,0.4285714286,0.4616825677,0.3886102468,1.023177797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,23,89%,2.49,0.007,211.2028048,0.5446,1.836210062,0.3574297189,0.001692353088,0.6019941697,0.5714285714,0.5672746713,0.3294803474,0.997356609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,24,89%,2.95,0.008,249.4802422,0.6224,1.606683805,0.3016949153,0.001209293821,0.4459270964,0.7142857143,0.7643841362,0.2682828585,1.029224079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,25,89%,2.97,0.008,250.9899772,0.6224,1.606683805,0.2996632997,0.001193925363,0.4432447911,0.7142857143,0.7721585086,0.2671059147,1.03375913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,26,89%,2.63,0.008,222.9588087,0.6224,1.606683805,0.3384030418,0.001517782786,0.4989710909,0.7142857143,0.627812152,0.2907915504,0.9495570887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,27,89%,2.18,0.006,184.5075122,0.4668,2.142245073,0.4082568807,0.002212684329,0.8039419728,0.4285714286,0.4298074003,0.3972736631,1.00086518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,28,89%,2.58,0.007,218.3050292,0.5446,1.836210062,0.3449612403,0.001580179997,0.5824091988,0.5714285714,0.6038475387,0.3219671388,1.020630252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,29,89%,2.51,0.007,212.2883961,0.5446,1.836210062,0.3545816733,0.001670282879,0.5989157179,0.5714285714,0.5728649178,0.3283093146,1.000914039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,30,89%,2.65,0.008,224.7455214,0.6224,1.606683805,0.3358490566,0.00149435261,0.4950043022,0.7142857143,0.6370128199,0.2891571854,0.954924145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,31,89%,2.88,0.008,243.6014295,0.6224,1.606683805,0.3090277778,0.001268579492,0.4566886172,0.7142857143,0.7341112208,0.2729663552,1.011564879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,32,89%,2.91,0.008,246.5338553,0.6224,1.606683805,0.3058419244,0.001240567646,0.4512564811,0.7142857143,0.749211732,0.2706099044,1.02037351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV1,33,89%,2.24,0.006,189.4359345,0.4668,2.142245073,0.3973214286,0.00209739208,0.7830263765,0.4285714286,0.4551862853,0.3903450913,1.0186304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,1,89%,2.94,0.008,255.8452524,0.6224,1.606683805,0.3027210884,0.001183219487,0.4348331616,0.7142857143,0.7971607234,0.2633899202,1.048343755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,2,89%,1.93,0.006,166.2391329,0.4668,2.142245073,0.4611398964,0.002773955135,0.8922889016,0.4285714286,0.3357344763,0.425252798,0.9350141334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,3,89%,2.49,0.007,211.2149511,0.5446,1.836210062,0.3574297189,0.001692255766,0.6019595512,0.5714285714,0.5673372182,0.329467199,0.9973964116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,4,89%,2.21,0.006,187.7110304,0.4668,2.142245073,0.4027149321,0.002145398335,0.79022172,0.4285714286,0.4463039009,0.3927423711,1.012412731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,5,89%,2.14,0.006,181.4580573,0.4668,2.142245073,0.4158878505,0.002291922754,0.817452449,0.4285714286,0.4141042483,0.4016852535,0.9898729738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,6,89%,2.47,0.007,209.1236146,0.5446,1.836210062,0.3603238866,0.001723018643,0.6079794353,0.5714285714,0.5565678922,0.3317466624,0.9905432041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,7,89%,2.26,0.006,191.7260864,0.4668,2.142245073,0.3938053097,0.002053999626,0.7736731926,0.4285714286,0.4669794106,0.3872070864,1.026885587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,8,89%,2.15,0.006,182.6497006,0.4668,2.142245073,0.4139534884,0.002266379232,0.812119225,0.4285714286,0.4202406095,0.3999497125,0.9941684267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,9,89%,1.85,0.005,156.4973315,0.389,2.570694087,0.4810810811,0.003074052934,1.137399586,0.2857142857,0.2855691205,0.4909410802,0.9998870937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,10,89%,2,0.006,169.4295631,0.4668,2.142245073,0.445,0.002626460175,0.8754867249,0.4285714286,0.35216358,0.420085877,0.946514506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,11,89%,1.9,0.005,161.0247713,0.389,2.570694087,0.4684210526,0.002908999956,1.105419983,0.2857142857,0.3088831482,0.4821963622,1.018020226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,12,89%,2.11,0.006,178.635065,0.4668,2.142245073,0.4218009479,0.002361243846,0.8303707525,0.4285714286,0.399567264,0.4058574661,0.9796970848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,13,89%,2.01,0.006,170.0154014,0.4668,2.142245073,0.4427860697,0.00260438799,0.8724699767,0.4285714286,0.3551803513,0.4191507225,0.9486262459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,14,89%,2.37,0.007,200.4404781,0.5446,1.836210062,0.3755274262,0.001873510928,0.6343172714,0.5714285714,0.5118541256,0.3415582194,0.962088989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,15,89%,2.12,0.006,179.4526392,0.4668,2.142245073,0.4198113208,0.002339398978,0.8265876389,0.4285714286,0.4037773582,0.4046402516,0.9826441507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,16,89%,2.3,0.007,194.7203361,0.5446,1.836210062,0.3869565217,0.00198724247,0.6529510974,0.5714285714,0.482398284,0.3483451166,0.9433443626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,17,89%,2.26,0.006,191.6858525,0.4668,2.142245073,0.3938053097,0.00205443075,0.7738355824,0.4285714286,0.4667722268,0.38726178,1.026740559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,18,89%,2.19,0.006,185.9960524,0.4668,2.142245073,0.4063926941,0.002184953331,0.7975079657,0.4285714286,0.4374726302,0.3951552269,1.006230841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,19,89%,2.45,0.007,207.5428132,0.5446,1.836210062,0.3632653061,0.001750315034,0.6126102619,0.5714285714,0.5484275632,0.3334907072,0.9853629948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,20,89%,2.49,0.007,210.9721837,0.5446,1.836210062,0.3574297189,0.001694203059,0.6026522308,0.5714285714,0.5660870889,0.3297301962,0.9966008747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,21,89%,2.33,0.007,197.026514,0.5446,1.836210062,0.3819742489,0.001938694652,0.6453083626,0.5714285714,0.4942739352,0.345576665,0.9509015951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,22,89%,1.93,0.006,163.5665428,0.4668,2.142245073,0.4611398964,0.002819280083,0.9068684266,0.4285714286,0.3219719874,0.4296799243,0.9253803912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,23,89%,2.31,0.007,195.8854428,0.5446,1.836210062,0.3852813853,0.001966870941,0.6490674107,0.5714285714,0.488397995,0.3469409424,0.9471623604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,24,89%,2.62,0.008,222.2594929,0.6224,1.606683805,0.3396946565,0.001528369619,0.5005410502,0.7142857143,0.6242110292,0.2914362795,0.9474564337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,25,89%,2.66,0.008,225.4690797,0.6224,1.606683805,0.3345864662,0.001483957209,0.4934157718,0.7142857143,0.6407387798,0.2885005373,0.9570976215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,26,89%,2.15,0.006,182.2559685,0.4668,2.142245073,0.4139534884,0.002271275349,0.8138736666,0.4285714286,0.4182130878,0.4005214931,0.9927491615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,27,89%,1.85,0.005,156.5630367,0.389,2.570694087,0.4810810811,0.003072762839,1.136922251,0.2857142857,0.2859074688,0.4908119037,1.000150254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,28,89%,2.27,0.007,192.2885397,0.5446,1.836210062,0.3920704846,0.002038969588,0.6612087092,0.5714285714,0.4698757613,0.351312823,0.9353754845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,29,89%,2.07,0.006,174.9848875,0.4668,2.142245073,0.4299516908,0.002457078991,0.8476922519,0.4285714286,0.380770694,0.4113824445,0.9665394858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,30,89%,2.26,0.006,191.7812814,0.4668,2.142245073,0.3938053097,0.002053408482,0.773450528,0.4285714286,0.4672636369,0.3871320798,1.027084546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,31,89%,1.93,0.006,163.2970092,0.4668,2.142245073,0.4611398964,0.002823933509,0.9083652789,0.4285714286,0.3205840256,0.430131527,0.9244088179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,32,89%,2.33,0.007,197.2270219,0.5446,1.836210062,0.3819742489,0.001936723707,0.6446523195,0.5714285714,0.4953064496,0.3453380431,0.9515586497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV2,33,89%,2.2,0.006,186.576012,0.4668,2.142245073,0.4045454545,0.002168260808,0.7950289631,0.4285714286,0.4404591292,0.394335953,1.00832139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,1,89%,0.51,0.004,109.6868495,0.3112,3.213367609,1.745098039,0.01590982006,2.028502058,0.1428571429,0.04451878657,0.6797685579,0.9139539383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,2,89%,0.57,0.004,122.6982846,0.3112,3.213367609,1.561403509,0.01272555287,1.813391284,0.1428571429,0.1115211041,0.638792216,0.9725809661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,3,89%,0.57,0.004,121.8544359,0.3112,3.213367609,1.561403509,0.01281367803,1.82594912,0.1428571429,0.1071757094,0.6412993197,0.9687787457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,4,89%,0.66,0.005,140.7435718,0.389,2.570694087,1.348484848,0.009581146987,1.264711402,0.2857142857,0.2044452164,0.5240078038,0.9367907238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,5,89%,0.61,0.004,130.1819341,0.3112,3.213367609,1.459016393,0.01120751818,1.709146523,0.1428571429,0.1500581182,0.6173870851,1.006300853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,6,89%,0.58,0.004,124.9872753,0.3112,3.213367609,1.534482759,0.01227711185,1.780181218,0.1428571429,0.1233082498,0.6320892145,0.9828947186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,7,89%,0.69,0.005,147.4946547,0.389,2.570694087,1.289855072,0.008745097069,1.206823396,0.2857142857,0.2392098829,0.5093073429,0.9638299089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,8,89%,0.63,0.005,133.9472338,0.389,2.570694087,1.412698413,0.01054667851,1.328881493,0.2857142857,0.1694475093,0.5396896292,0.909570285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,9,89%,0.51,0.004,109.7016944,0.3112,3.213367609,1.745098039,0.01590766714,2.02822756,0.1428571429,0.04459523029,0.6797188123,0.9140208265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,10,89%,0.62,0.004,132.9140441,0.3112,3.213367609,1.435483871,0.01080009175,1.674014222,0.1428571429,0.1641271042,0.6099256917,1.018611216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,11,89%,0.63,0.005,134.5409051,0.389,2.570694087,1.412698413,0.01050014054,1.323017709,0.2857142857,0.1725046167,0.5382824798,0.9119480352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,12,89%,0.62,0.004,132.5465542,0.3112,3.213367609,1.435483871,0.01083003538,1.678655484,0.1428571429,0.1622347168,0.610918792,1.016955377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
